name,LG,cM
DG_3_002,3,2.043738
DG_3_003,3,3.32358
DG_3_004,3,5.366563
DG_3_005,3,8.97187
DG_3_006,3,11.089283
DG_3_007,3,13.227955
DG_3_008,3,14.296799
DG_3_009,3,14.29689633
DG_3_010,3,14.29709122
DG_3_011,3,14.51178712
DG_3_012,3,14.82382582
DG_3_013,3,14.82484482
DG_3_014,3,14.82515254
DG_3_015,3,14.97157224
DG_3_016,3,15.26606114
DG_3_017,3,15.56423224
DG_3_018,3,15.91884974
DG_3_019,3,16.17878234
DG_3_020,3,16.36151014
DG_3_021,3,16.89387244
DG_3_022,3,17.40060534
DG_3_023,3,17.41650485
DG_3_024,3,17.57349275
DG_3_025,3,17.68523575
DG_3_026,3,18.26671955
DG_3_027,3,19.82628855
DG_3_028,3,21.08039255
DG_3_029,3,21.08071095
DG_3_030,3,21.26036035
DG_3_031,3,21.26046237
DG_3_032,3,21.50295427
DG_3_033,3,22.61321427
DG_3_034,3,23.51801007
DG_3_035,3,23.80023317
DG_3_036,3,24.37598237
DG_3_037,3,24.53619787
DG_3_038,3,25.37947177
DG_3_039,3,26.66917677
DG_3_040,3,27.47405017
DG_3_041,3,28.13671767
DG_3_042,3,28.91947467
DG_3_043,3,31.69031967
DG_3_044,3,34.83550767
DG_3_045,3,37.69319367
DG_3_046,3,38.31330307
DG_3_047,3,41.66177007
DG_3_048,3,44.75561307
DG_3_049,3,52.39098007
DG_3_050,3,61.43732707
DG_3_051,3,63.76236607
DG_3_052,3,64.43342187
DG_3_053,3,64.78331997
DG_3_054,3,66.97129697
DG_3_055,3,74.27482797
DG_3_056,3,82.66861097
DG_3_057,3,86.99258397
DG_3_058,3,90.47466197
DG_3_059,3,94.56101497
DG_3_060,3,97.54114697
DG_3_061,3,101.752022
DG_3_062,3,108.926742
DG_3_063,3,115.330694
DG_3_064,3,121.566552
DG_3_065,3,123.491287
DG_3_066,3,123.8976531
DG_3_067,3,125.4756651
DG_3_068,3,127.1752061
DG_3_069,3,128.5006591
DG_3_070,3,129.9607931
DG_3_071,3,132.5433821
DG_3_072,3,135.1042481
DG_3_073,3,138.0949051
DG_3_074,3,139.5867911
DG_3_075,3,141.7174671
DG_3_076,3,143.2552291
DG_3_077,3,144.5937811
DG_3_078,3,147.0067091
DG_3_079,3,149.4507111
DG_3_080,3,152.8187091
DG_3_081,3,156.9281481
DG_3_082,3,159.4265841
DG_3_083,3,160.7362451
DG_3_084,3,163.0421521
DG_3_085,3,164.6629851
DG_3_086,3,167.1266891
DG_3_087,3,170.9862541
DG_3_088,3,173.3266521
DG_3_089,3,176.2010461
DG_3_090,3,176.5607028
DG_3_091,3,178.7715618
DG_3_092,3,178.9584047
DG_3_093,3,179.2042577
DG_3_094,3,181.0933777
DG_3_095,3,185.3137967
DG_4_001,4,0
DG_4_002,4,3.92191
DG_4_003,4,6.896971
DG_4_004,4,7.928634
DG_4_005,4,8.3281619
DG_4_006,4,8.573998
DG_4_007,4,9.4708718
DG_4_008,4,9.470893634
DG_4_009,4,9.470911371
DG_4_010,4,9.808980971
DG_4_011,4,11.33907397
DG_4_012,4,15.47652597
DG_4_013,4,17.02700997
DG_4_014,4,18.11515397
DG_4_015,4,18.83354577
DG_4_016,4,18.83356644
DG_4_017,4,20.97311744
DG_4_018,4,23.39775444
DG_4_019,4,28.80286144
DG_4_020,4,33.50408744
DG_4_021,4,37.72484644
DG_4_022,4,44.95432344
DG_4_023,4,53.54054244
DG_4_024,4,58.82236444
DG_4_025,4,63.90291444
DG_4_026,4,65.19024344
DG_4_027,4,65.92399454
DG_4_028,4,67.83719554
DG_4_029,4,68.32917634
DG_4_030,4,69.69976634
DG_4_031,4,70.77800134
DG_4_032,4,74.12357934
DG_4_033,4,81.97783834
DG_4_034,4,87.83751434
DG_4_035,4,90.01227534
DG_4_036,4,94.95955834
DG_4_037,4,95.06464704
DG_4_038,4,95.25357104
DG_4_039,4,95.84294594
DG_4_040,4,95.95178294
DG_4_041,4,96.23334414
DG_4_042,4,97.29669714
DG_4_043,4,97.49001654
DG_4_044,4,98.07377204
DG_4_045,4,98.07547862
DG_4_046,4,98.52300202
DG_4_047,4,99.72101002
DG_4_048,4,100.803274
DG_4_049,4,104.253273
DG_4_050,4,111.861937
DG_4_051,4,114.402101
DG_4_052,4,123.233064
DG_4_053,4,133.913594
DG_4_054,4,136.596248
DG_4_055,4,138.070716
DG_4_056,4,141.202623
DG_4_057,4,142.818087
DG_4_058,4,146.313321
DG_4_059,4,148.670457
DG_4_060,4,150.615543
DG_4_061,4,150.6155434
DG_4_062,4,165.3024934
DG_4_063,4,181.2345734
DG_4_064,4,185.9086424
DG_4_065,4,190.0476174
DG_4_066,4,191.5688104
DG_4_067,4,191.5688275
DG_4_068,4,193.4246145
DG_4_069,4,195.6611295
DG_4_070,4,197.8638605
DG_4_071,4,199.5099695
DG_4_072,4,200.5037801
DG_4_073,4,201.7301931
DG_4_074,4,204.2406201
DG_4_075,4,208.2310631
DG_4_076,4,208.3876006
DG_4_077,4,208.7043444
DG_4_078,4,209.6110542
DG_4_079,4,210.9260712
DG_4_080,4,211.0353364
DG_4_081,4,211.1462702
DG_4_082,4,211.1462753
DG_4_083,4,211.3938238
DG_4_084,4,212.2164185
DG_4_085,4,213.1678309
DG_4_086,4,213.8909908
DG_4_087,4,214.4475392
DG_4_088,4,215.1259561
DG_4_089,4,215.8069534
DG_4_090,4,215.9214574
DG_4_091,4,216.067
DG_4_092,4,216.6077109
DG_4_093,4,218.0300759
DG_4_094,4,218.6001592
DG_4_095,4,219.5945312
DG_4_096,4,220.9655062
DG_4_097,4,221.299237
DG_4_098,4,222.1751345
DG_4_099,4,222.1751913
DG_4_100,4,222.6935431
DG_4_101,4,222.6935518
DG_4_102,4,222.9269268
DG_4_103,4,223.3919602
DG_4_104,4,226.2303142
DG_4_105,4,228.6650172
DG_4_106,4,230.4844402
DG_4_107,4,234.0049212
DG_4_108,4,242.2408772
DG_5_001,5,0
DG_5_002,5,10.12039
DG_5_003,5,16.809336
DG_5_004,5,23.198918
DG_5_005,5,26.602089
DG_5_006,5,28.113428
DG_5_007,5,33.700989
DG_5_008,5,37.842542
DG_5_009,5,38.0525325
DG_5_010,5,38.9390339
DG_5_011,5,39.8402504
DG_5_012,5,42.6811204
DG_5_013,5,43.4473768
DG_5_014,5,43.44737702
DG_5_015,5,43.44737719
DG_5_016,5,43.44737773
DG_5_017,5,43.70729473
DG_5_018,5,43.94247583
DG_5_019,5,44.43516013
DG_5_020,5,46.35179013
DG_5_021,5,55.91920513
DG_5_022,5,62.94625013
DG_5_023,5,66.95042913
DG_5_024,5,69.56541013
DG_5_025,5,70.82873113
DG_5_026,5,72.02134013
DG_5_027,5,72.42435743
DG_5_028,5,75.71833943
DG_5_029,5,82.09641343
DG_5_030,5,85.36596543
DG_5_031,5,85.55019763
DG_5_032,5,86.29950063
DG_5_033,5,89.21298963
DG_5_034,5,91.29970563
DG_5_035,5,92.06775013
DG_5_036,5,93.17738813
DG_5_037,5,96.00238813
DG_5_038,5,98.66370613
DG_5_039,5,101.8799301
DG_5_040,5,106.3432041
DG_5_041,5,111.0483181
DG_5_042,5,113.3980091
DG_5_043,5,113.9482292
DG_5_044,5,116.7392002
DG_5_045,5,119.5047002
DG_5_046,5,120.4927978
DG_5_047,5,123.1795028
DG_5_048,5,127.8767518
DG_5_049,5,127.8767525
DG_5_050,5,131.2597535
DG_5_051,5,134.6609225
DG_5_052,5,138.3940145
DG_5_053,5,139.2430509
DG_5_054,5,139.6019045
DG_5_055,5,141.4608655
DG_5_056,5,142.0723253
DG_5_057,5,143.0611767
DG_5_058,5,144.0674907
DG_5_059,5,145.4788207
DG_5_060,5,146.5011577
DG_5_061,5,147.0831369
DG_5_062,5,148.2327159
DG_5_063,5,150.1137839
DG_5_064,5,151.8816419
DG_5_065,5,153.4778159
DG_5_066,5,154.8435519
DG_5_067,5,156.3117529
DG_5_068,5,156.5248047
DG_5_069,5,156.8325215
DG_5_070,5,158.5772335
DG_5_071,5,160.0006575
DG_5_072,5,160.1442413
DG_5_073,5,160.6229894
DG_5_074,5,161.6844744
DG_5_075,5,162.9259324
DG_5_076,5,163.5290495
DG_5_077,5,163.5290501
DG_5_078,5,163.5290543
DG_5_079,5,164.2011862
DG_5_080,5,164.7789248
DG_5_081,5,165.1225978
DG_5_082,5,165.4525538
DG_5_083,5,167.1783648
DG_5_084,5,169.1981648
DG_5_085,5,172.6131218
DG_5_086,5,173.9072838
DG_5_087,5,174.569302
DG_5_088,5,175.08111
DG_5_089,5,176.716549
DG_5_090,5,177.3966833
DG_5_091,5,179.1909223
DG_5_092,5,179.1909224
DG_5_093,5,179.6228208
DG_5_094,5,180.8488958
DG_5_095,5,181.5874815
DG_5_096,5,182.3371776
DG_5_097,5,187.4476846
DG_5_098,5,193.1025866
DG_5_099,5,193.1025869
DG_5_100,5,194.2889259
DG_5_101,5,195.040868
DG_5_102,5,195.7482877
DG_5_103,5,195.8092983
DG_5_104,5,195.8092985
DG_5_105,5,196.7549741
DG_5_106,5,198.8985171
DG_5_107,5,201.0737481
DG_5_108,5,204.2395881
DG_5_109,5,204.3244876
DG_5_110,5,204.7346479
DG_5_111,5,205.4932692
DG_5_112,5,205.6416555
DG_5_113,5,205.771598
DG_5_114,5,206.1818452
DG_5_115,5,206.6459302
DG_5_116,5,209.4784582
DG_5_117,5,212.2414582
DG_5_118,5,212.7040645
DG_5_119,5,212.7040657
DG_5_120,5,214.5415027
DG_5_121,5,214.974276
DG_5_122,5,215.0925447
DG_5_123,5,215.092545
DG_5_124,5,215.0925455
DG_5_125,5,217.1294825
DG_5_126,5,219.3339025
DG_5_127,5,221.8111145
DG_5_128,5,224.6693985
DG_5_129,5,227.8736965
DG_5_130,5,231.8804905
DG_5_131,5,232.2130627
DG_5_132,5,233.3946627
DG_5_133,5,234.4818327
DG_5_134,5,234.9180751
DG_5_135,5,235.475604
DG_5_136,5,236.669327
DG_5_137,5,237.1629455
DG_5_138,5,237.526847
DG_5_139,5,237.5268483
DG_5_140,5,239.0695663
DG_5_141,5,244.2583343
DG_5_142,5,248.9157593
DG_5_143,5,249.7853841
DG_5_144,5,254.6201941
DG_5_145,5,261.8272001
DG_5_146,5,263.9962981
DG_5_147,5,265.2193711
DG_5_148,5,265.9956943
DG_5_149,5,266.0059289
DG_5_150,5,266.4274012
DG_5_151,5,275.3133772
DG_5_152,5,288.7305072
DG_5_153,5,291.3135842
DG_5_154,5,292.1367374
DG_5_155,5,292.4878091
DG_5_156,5,295.5577681
DG_5_157,5,300.1227401
DG_5_158,5,303.4253061
DG_5_159,5,308.8567921
DG_5_160,5,318.0522001
DG_5_161,5,322.7900361
DG_5_162,5,326.0763731
DG_5_163,5,328.7354081
DG_5_164,5,331.4781381
DG_5_165,5,331.4787714
DG_5_166,5,333.8335194
DG_5_167,5,334.582261
DG_5_168,5,335.1585881
DG_5_169,5,335.8704776
DG_5_170,5,339.5450746
DG_5_171,5,343.8915776
DG_5_172,5,344.6890621
DG_5_173,5,346.0476661
DG_5_174,5,347.9284491
DG_5_175,5,349.6494221
DG_5_176,5,351.3613971
DG_5_177,5,352.4137631
DG_5_178,5,354.0721151
DG_5_179,5,357.2654581
DG_5_180,5,360.3131291
DG_5_181,5,364.5823991
DG_6_001,6,0
DG_6_002,6,3.058548491
DG_6_003,6,4.340969406
DG_6_004,6,7.996492119
DG_6_005,6,10.24472
DG_6_006,6,10.37714917
DG_6_007,6,10.52618728
DG_6_008,6,10.77327322
DG_6_009,6,15.58554364
DG_6_010,6,18.35230409
DG_6_011,6,19.52727791
DG_6_012,6,26.02804356
DG_6_013,6,33.46798561
DG_6_014,6,38.54100094
DG_6_015,6,38.54384149
DG_6_016,6,38.57219328
DG_6_017,6,42.02694437
DG_6_018,6,46.72104187
DG_6_019,6,50.86720025
DG_6_020,6,56.35905068
DG_6_021,6,58.30940809
DG_6_022,6,62.2433396
DG_6_023,6,63.68681923
DG_6_024,6,64.78284498
DG_6_025,6,66.22306986
DG_6_026,6,66.37009253
DG_6_027,6,66.98170047
DG_6_028,6,66.98304101
DG_6_029,6,67.32233903
DG_6_030,6,68.04647419
DG_6_031,6,70.42668407
DG_6_032,6,71.11421782
DG_6_033,6,71.15468636
DG_6_034,6,71.56286215
DG_6_035,6,71.88990565
DG_6_036,6,73.71117178
DG_6_037,6,75.22499724
DG_6_038,6,75.60612469
DG_6_039,6,77.56959449
DG_6_040,6,78.73089003
DG_6_041,6,79.26807299
DG_6_042,6,82.43630817
DG_6_043,6,86.88662062
DG_6_044,6,89.42011489
DG_6_045,6,89.43345848
DG_6_046,6,90.26171705
DG_6_047,6,91.3030811
DG_6_048,6,92.80743822
DG_6_049,6,95.5499974
DG_6_050,6,97.56722226
DG_6_051,6,97.96612541
DG_6_052,6,99.62321463
DG_6_053,6,101.0172203
DG_6_054,6,103.1072688
DG_6_055,6,105.4900462
DG_6_056,6,108.5299728
DG_7_001,7,0
DG_7_002,7,5.191182
DG_7_003,7,7.618032
DG_7_004,7,11.191403
DG_7_005,7,13.252846
DG_7_006,7,16.521737
DG_7_007,7,18.728658
DG_7_008,7,24.209379
DG_7_009,7,24.503173
DG_7_010,7,26.324653
DG_7_011,7,27.528132
DG_7_012,7,28.801688
DG_7_013,7,29.4248532
DG_7_014,7,30.2068588
DG_7_015,7,32.1376988
DG_7_016,7,32.4707847
DG_7_017,7,34.2634167
DG_7_018,7,36.7756237
DG_7_019,7,36.9229156
DG_7_020,7,37.2501256
DG_7_021,7,37.983134
DG_7_022,7,39.480897
DG_7_023,7,41.201575
DG_7_024,7,41.7289032
DG_7_025,7,45.7112042
DG_7_026,7,46.210535
DG_7_027,7,46.4921156
DG_7_028,7,46.634653
DG_7_029,7,47.0424078
DG_7_030,7,47.0424078
DG_7_031,7,47.0424078
DG_7_032,7,47.0424078
DG_7_033,7,47.6244431
DG_7_034,7,47.9274934
DG_7_035,7,47.9274934
DG_7_036,7,47.9274934
DG_7_037,7,48.0753174
DG_7_038,7,48.2246092
DG_7_039,7,48.2246092
DG_7_040,7,48.445766
DG_7_041,7,48.8107701
DG_7_042,7,49.4020034
DG_7_043,7,50.2948948
DG_7_044,7,51.1571692
DG_7_045,7,51.5639241
DG_7_046,7,51.5639241
DG_7_047,7,55.7603441
DG_7_048,7,55.7603441
DG_7_049,7,56.0715984
DG_7_050,7,56.5188425
DG_7_051,7,56.8073501
DG_7_052,7,56.8073501
DG_7_053,7,57.3277804
DG_7_054,7,57.9976001
DG_7_055,7,57.9976001
DG_7_056,7,59.7698621
DG_7_057,7,59.7698621
DG_7_058,7,63.0132101
DG_7_059,7,66.3976351
DG_7_060,7,67.3053539
DG_7_061,7,67.9525627
DG_7_062,7,68.9178688
DG_7_063,7,69.3892849
DG_7_064,7,69.3892849
DG_7_065,7,69.9433722
DG_7_066,7,70.7848406
DG_7_067,7,72.9619596
DG_7_068,7,73.7996756
DG_7_069,7,74.8404976
DG_7_070,7,75.6698331
DG_7_071,7,84.1346731
DG_7_072,7,87.4985521
DG_7_073,7,87.4985521
DG_7_074,7,88.0598849
DG_7_075,7,89.9297909
DG_7_076,7,91.3551309
DG_7_077,7,92.3087657
DG_7_078,7,93.2079859
DG_7_079,7,93.8773288
DG_7_080,7,94.0021081
DG_7_081,7,95.7562911
DG_7_082,7,96.0695698
DG_7_083,7,96.1948107
DG_7_084,7,96.1948107
DG_7_085,7,103.0569437
DG_7_086,7,109.8477647
DG_7_087,7,110.0164339
DG_7_088,7,110.6939766
DG_7_089,7,112.0148196
DG_7_090,7,112.0148196
DG_7_091,7,113.3741356
DG_7_092,7,114.0173956
DG_7_093,7,114.1822439
DG_7_094,7,114.9895959
DG_7_095,7,115.8041164
DG_7_096,7,115.8041164
DG_7_097,7,116.7785013
DG_7_098,7,117.7387264
DG_7_099,7,120.1840034
DG_7_100,7,121.1949184
DG_7_101,7,123.2128384
DG_7_102,7,124.8394214
DG_7_103,7,128.6276744
DG_7_104,7,133.2216454
DG_7_105,7,133.2216454
DG_7_106,7,134.7462764
DG_7_107,7,135.6896348
DG_7_108,7,138.3063418
DG_7_109,7,139.4598618
DG_7_110,7,142.7719008
DG_7_111,7,146.1470208
DG_7_112,7,148.0639308
DG_7_113,7,152.6478528
DG_8_001,8,0
DG_8_002,8,4.327874
DG_8_003,8,4.7597657
DG_8_004,8,7.4042227
DG_8_005,8,7.405360429
DG_8_006,8,7.774092029
DG_8_007,8,8.747294029
DG_8_008,8,9.693402429
DG_8_009,8,10.99094243
DG_8_010,8,13.81520443
DG_8_011,8,14.25837273
DG_8_012,8,14.25882714
DG_8_013,8,14.94131984
DG_8_014,8,14.94173487
DG_8_015,8,16.72129987
DG_8_016,8,18.00179187
DG_8_017,8,21.52484687
DG_8_018,8,23.97388587
DG_8_019,8,24.98736387
DG_8_020,8,25.17443557
DG_8_021,8,25.46087517
DG_8_022,8,25.46261901
DG_8_023,8,25.46561825
DG_8_024,8,26.98412225
DG_8_025,8,27.71250625
DG_8_026,8,28.63257965
DG_8_027,8,31.77135965
DG_8_028,8,32.16762925
DG_8_029,8,32.25102824
DG_8_030,8,32.26541266
DG_8_031,8,33.99279066
DG_8_032,8,35.90309666
DG_8_033,8,37.60101466
DG_8_034,8,38.88314266
DG_8_035,8,40.22782166
DG_8_036,8,40.71537396
DG_8_037,8,41.20670066
DG_8_038,8,41.21202436
DG_8_039,8,43.26417836
DG_8_040,8,45.29686636
DG_8_041,8,45.45111196
DG_8_042,8,46.69469496
DG_8_043,8,47.93378696
DG_8_044,8,48.52918016
DG_8_045,8,49.01549356
DG_8_046,8,49.33362686
DG_8_047,8,49.33472358
DG_8_048,8,49.91321568
